job_title,company_name,post_date,number_of_employees,num_applicants,job_type,job_level,job_remote,language,salary,sector,source,search_term
GenAI Developer Public Sector (m/w/d),Sopra Steria,15-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
Consultant AI & Analytics Transaction Services (w/m/d),PwC,21-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
Junior Solution / Cloud Architect SAP Technology (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data scientist
"(Senior) Data Engineer (w/m/d) Data Integration, Data Warehouse",WARDOW GmbH,18-01-2025,,,Full-time,,On-site,de,,Retail,stepstone,data scientist
(Senior) Data Engineer (m/w/d),YOUMMDAY GmbH,20-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
(Senior) Cloud Data Engineer (m/w/d),flaschenpost SE,16-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
Senior Data Engineer (f/m/x),Tourlane GmbH,08-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
(Senior) Data Engineer (all genders),ParshipMeet Group,15-01-2025,,,Full-time,,On-site,de,,Retail,stepstone,data scientist
Senior Cloud Data Engineer (m/w/d),Hays – Interne Karriere bei Uns,19-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
Senior Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
Senior Cloud Data Engineer (m/w/d) Azure und Databricks,INFOMOTION GmbH,22-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
Senior Data Engineer | Trackingdata | Business Intelligence (w/m/d),Otto (GmbH & Co KG),15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
Data Engineer (m/w/d),solvistas GmbH,17-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
Data Engineer SAP BW (m/w/d),Gewobag Wohnungsbau-Aktiengesellschaft Berlin,15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
(Senior) Data Engineer / Data Warehouse Entwickler (m/w/d),flaschenpost SE,15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
"(Senior) Data Engineer (AWS, Snowflake, DBT, Python) (m/w/d)",Baader Bank AG,08-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
Software Engineer - Microsoft / Infrastrukturlösung / IT Beratung (m/w/d),GFAD Gruppe,15-01-2025,,,Full-time,,On-site,de,,Retail,stepstone,data scientist
Consultant Cloud & Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
Data Architect (m/w/d),DIN Solutions GmbH,17-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
Senior Big Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
(Senior) Data Engineer (m/w/d),BRUNO BADER GmbH + Co. KG,15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
Data Engineer (m/w/d),emetriq GmbH,15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
Senior Data Scientist (m/w/d),S-Payment GmbH - Ein Unternehmen der DSV-Gruppe,15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
Data Engineer (all genders),PRODYNA SE,17-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
Big Data Architect (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
Senior Data Scientist (m/w/d) – Risikomodelle,Sparkassen Rating und Risikosysteme GmbH,19-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
Senior Data Engineer* / Machine Learning Engineer*,inovex GmbH,08-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data scientist
Senior Data Scientist (m/w/d),S-Payment GmbH - Ein Unternehmen der DSV-Gruppe,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Senior Data Scientist (m/w/d) – Risikomodelle,Sparkassen Rating und Risikosysteme GmbH,19-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Senior Data Analyst/ Senior Data Scientist,MEDIAN Unternehmensgruppe B.V. & Co. KG,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Data Architect (m/w/d),DIN Solutions GmbH,17-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Data Engineer SAP BW (m/w/d),Gewobag Wohnungsbau-Aktiengesellschaft Berlin,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Senior Data Engineer (f/m/x),Tourlane GmbH,08-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Data Engineer (m/w/d),solvistas GmbH,17-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Data Engineer (all genders),PRODYNA SE,17-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Data Analyst (m/w/d),BD24 Berlin Direkt Service und Personalbetrieb GmbH,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Business / Data Analyst*in (w/m/div),Sparda-Bank Berlin eG,08-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Business Analyst (m/w/d) Data Analytics Vertriebsplanung | Banking,Sparkassen Rating und Risikosysteme GmbH,22-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Leiter/in Datenanalyse (m/w/d),En2x Wirtschaftsverband Fuels und Energie e.V.,18-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Data Scientist (w/m/d) für das Referat IT 1 – KI-Programm,Bundesarchiv,21-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
(Senior) Data Engineer (all genders),ParshipMeet Group,15-01-2025,,,Full-time,,On-site,de,,Finance,stepstone,data scientist
Big Data Architect (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Business / Data Analyst (m/w/d),GEMA - Gesellschaft für musik. Aufführungs- und mechan. Vervielfältigungsrechte,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Machine Learning Research Scientist (m/f/d),Pfizer Pharma GmbH,15-01-2025,,,Full-time,,On-site,de,,Finance,stepstone,data scientist
Data Scientist & AI Engineer (w|m|d),BridgingIT GmbH,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Data Engineer (m/w/d) – Datenmanagement,Sparkassen Rating und Risikosysteme GmbH,21-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Business Intelligence Solutions Engineer (m/f/d),Lloyds Bank – Bank of Scotland,20-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Data Engineers,Shopify,21-01-2025,,,Full-time,,On-site,de,,Finance,stepstone,data scientist
Data Engineer (m/w/d),emetriq GmbH,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Senior Data Scientist (mwd),HMS Analytical Software GmbH,25-12-2024,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
Senior Data Scientist (m/w/d),Senacor Technologies AG,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data scientist
"Data Scientist II, Inflow and Capacity Optimization, Operations Risk Compliance",Amazon Europe Core,18-01-2025,,,Full-time,,On-site,de,,Finance,stepstone,data scientist
Data Engineer* / Machine Learning Engineer*,inovex GmbH,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Data Engineer (all genders),PRODYNA SE,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Data Engineer (m/w/d),solvistas GmbH,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Consultant Cloud & Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Senior Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
(Senior) Data Engineer (m/w/d),YOUMMDAY GmbH,20-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Data Scientist & AI Engineer (w|m|d),BridgingIT GmbH,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Senior Big Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
(Senior) Data Engineer (all genders),ParshipMeet Group,15-01-2025,,,Full-time,,On-site,de,,IT Services and IT Consulting,stepstone,data engineer
Senior Data Engineer* / Machine Learning Engineer*,inovex GmbH,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
"(Senior) Data Engineer (w/m/d) Data Integration, Data Warehouse",WARDOW GmbH,18-01-2025,,,Full-time,,On-site,de,,IT Services and IT Consulting,stepstone,data engineer
System Engineer (m/w/d) Schwerpunkt Backup und Storage,Ratiodata SE,22-01-2025,,,Full-time,,On-site,de,,IT Services and IT Consulting,stepstone,data engineer
AI Architect Public Sector (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
System Engineer (m/w/d) Schwerpunkt Serveradministration,Ratiodata SE,17-01-2025,,,Full-time,,On-site,de,,IT Services and IT Consulting,stepstone,data engineer
Abschlussarbeit im Bereich Datenstrategie und Künstliche Intelligenz,Senacor Technologies AG,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
(Senior) Data Engineer (m/w/d) | Jobs bei Pexon Consulting GmbH,Pexon Consulting GmbH,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Software Engineer* für Datenprojekte,inovex GmbH,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
DevOps Engineer im Solution Center (m/w/d),Sopra Steria,20-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Architect IT Healthcare (m/w/d),CANCOM SE,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
DevOps Engineer* Linux,inovex GmbH,18-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Big Data Architect (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Data Architect (m/w/d),DIN Solutions GmbH,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Cloud Engineer (all genders),PRODYNA SE,18-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Software Developer PL/I (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
FinOps Engineer & IT Consultant (m/w/d),Reply,17-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
AI Software Engineer (m/w/d),PRODYNA SE,15-01-2025,,,Full-time,,On-site,de,,IT Services and IT Consulting,stepstone,data engineer
DevOps Engineer (d/m/w),genua GmbH,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Software Developer* Cloud-Technologien,inovex GmbH,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
IT Engineer - Weiterentwicklung DevOps w/m/d,Computacenter AG & Co. oHG,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
DevOps Engineer - BundesMessenger (m/w/d),BWI GmbH,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Senior IT-Architekt (m/w/d) ERP und Cloud Lösungen,BWI GmbH,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Consultant Software Asset Management (m/w/d),CANCOM SE,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Cloud System Engineer (m/w/d),Datango GmbH,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Software Developer (m/w/d),urban ENERGY GmbH,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Consultant Data Engineering / Data Architect (m/w/d),CANCOM SE,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
System Engineer Mainframe z/OS Workload Automation (m/w/d) | (PLSCBS),Atruvia AG,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
DevOps Engineer (m/w/d) - DevOps Spezialist mit Fokus KI,Ratbacher GmbH,15-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Software Developer AI (m/w/d),CANCOM SE,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
System Engineer Continuous Integration and Deployment (m/w/d) | (PLSCNS),Atruvia AG,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Entwickler w/m/d Weiterentwicklung als IT Security Consultant (IAM),Computacenter AG & Co. oHG,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
DevOps Enabler w/m/d,Computacenter AG & Co. oHG,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
"DevOps Engineer - You build it, you run it! (m/w/d)",mgm technology partners GmbH,08-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Requirements Engineer / Anforderungsmanager IT Consulting Public Sector (all genders),msg systems ag,01-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
DevOps Engineer Containertechnologie (m/w/d),BITMARCK-Unternehmensgruppe,01-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
IT-Consultant Software-Testing (all genders),adesso SE,01-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Data Scientist (mwd),HMS Analytical Software GmbH,25-12-2024,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Programmierer / Software-Entwickler / Developer (m/w/d),PTA GmbH,25-12-2024,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
DevOps Spezialist (m/w/d) - DevOps Engineer,Ratbacher GmbH,01-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Windows Systemadministrator (m/w/d) - Cloud System-Engineer,Ratbacher GmbH,01-01-2025,,,Full-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Senior Cloud Data Engineer (m/w/d) Azure und Databricks,INFOMOTION GmbH,22-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Data Engineer (all genders),PRODYNA SE,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Consultant Cloud & Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Data Engineer (m/w/d) Google Cloud Umfeld,INFOMOTION GmbH,25-12-2024,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Senior Big Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
AI Architect Public Sector (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Data Analytics Engineer (Mensch),Taikonauten GmbH & Co. KG,22-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
(Senior) Consultant Operational AI (m/w/d),INFOMOTION GmbH,18-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Senior Consultant – Projektleitung (m/w/d) Real World Insights – Pharma- & Healthcare-Industrie,IQVIA Commercial GmbH & Co. OHG,22-01-2025,,,Full-time,,On-site,de,,Business Consulting and Services,stepstone,data engineer
DevOps Engineer im Solution Center (m/w/d),Sopra Steria,20-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Big Data Architect (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Cloud Engineer (all genders),PRODYNA SE,18-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Software Developer PL/I (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
AI Software Engineer (m/w/d),PRODYNA SE,15-01-2025,,,Full-time,,On-site,de,,Business Consulting and Services,stepstone,data engineer
Senior Architekt / Senior Innenarchitekt (m/w/d),combine Consulting GmbH,22-01-2025,,,Full-time,,On-site,de,,Business Consulting and Services,stepstone,data engineer
Senior Consultant Data Management (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,21-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Senior Software Engineer - Mainframe (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
(Senior) Consultant Data & Analytics / People Advisory Services (w/m/d),EY Deutschland,16-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
DevOps Engineer (m/w/d),Collaboration Betters The World GmbH,22-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Systemadministrator (w/m/d) - DevOps (Deutschlandweit remote/ Berlin hybrid),Westernacher Solutions GmbH,21-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Solution Engineer Business Central (m/w/d) (Softwareentwickler/in),Finclair GmbH,15-01-2025,,,Full-time,,On-site,de,,Business Consulting and Services,stepstone,data engineer
DevOps Developer/DevOps-Engineer,exagon consulting & solutions gmbh,15-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
AWS Cloud Engineer - Operations (m/w/d),Sopra Steria,20-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
GenAI Developer Public Sector (m/w/d),Sopra Steria,15-01-2025,,,Full-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
"(Senior) Data Engineer (w/m/d) Data Integration, Data Warehouse",WARDOW GmbH,18-01-2025,,,Full-time,,On-site,de,,Retail,stepstone,data engineer
(Senior) Data Engineer (m/w/d),YOUMMDAY GmbH,20-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
(Senior) Cloud Data Engineer (m/w/d),flaschenpost SE,16-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
Senior Data Engineer (f/m/x),Tourlane GmbH,08-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
(Senior) Data Engineer (all genders),ParshipMeet Group,15-01-2025,,,Full-time,,On-site,de,,Retail,stepstone,data engineer
Senior Cloud Data Engineer (m/w/d),Hays – Interne Karriere bei Uns,19-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
Senior Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
Senior Cloud Data Engineer (m/w/d) Azure und Databricks,INFOMOTION GmbH,22-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
Senior Data Engineer | Trackingdata | Business Intelligence (w/m/d),Otto (GmbH & Co KG),15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
Data Engineer (m/w/d),solvistas GmbH,17-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
Data Engineer SAP BW (m/w/d),Gewobag Wohnungsbau-Aktiengesellschaft Berlin,15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
(Senior) Data Engineer / Data Warehouse Entwickler (m/w/d),flaschenpost SE,15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
"(Senior) Data Engineer (AWS, Snowflake, DBT, Python) (m/w/d)",Baader Bank AG,08-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
Software Engineer - Microsoft / Infrastrukturlösung / IT Beratung (m/w/d),GFAD Gruppe,15-01-2025,,,Full-time,,On-site,de,,Retail,stepstone,data engineer
Consultant Cloud & Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
Data Architect (m/w/d),DIN Solutions GmbH,17-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
Senior Big Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
(Senior) Data Engineer (m/w/d),BRUNO BADER GmbH + Co. KG,15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
Data Engineer (m/w/d),emetriq GmbH,15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
Senior Data Scientist (m/w/d),S-Payment GmbH - Ein Unternehmen der DSV-Gruppe,15-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
Data Engineer (all genders),PRODYNA SE,17-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
Big Data Architect (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
Senior Data Scientist (m/w/d) – Risikomodelle,Sparkassen Rating und Risikosysteme GmbH,19-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
Senior Data Engineer* / Machine Learning Engineer*,inovex GmbH,08-01-2025,,,Full-time,,Hybrid,de,,Retail,stepstone,data engineer
Technical Product Owner - Data Streaming Platform Databricks (m/w/d),SCHUFA Holding AG,17-01-2025,,,Full-time,,On-site,de,,Finance,stepstone,data engineer
DevOps Engineer SAP (m/w/d),SCHUFA Holding AG,17-01-2025,,,Full-time,,On-site,de,,Finance,stepstone,data engineer
Senior Data Scientist (m/w/d),S-Payment GmbH - Ein Unternehmen der DSV-Gruppe,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Big Data Architect (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Data Architect (m/w/d),DIN Solutions GmbH,17-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Consultant Cloud & Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Senior Data Analyst/ Senior Data Scientist,MEDIAN Unternehmensgruppe B.V. & Co. KG,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
AWS Cloud Engineer - Operations (m/w/d),Sopra Steria,20-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Cloud Architect (all genders),PRODYNA SE,17-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Senior Data Scientist (m/w/d) – Risikomodelle,Sparkassen Rating und Risikosysteme GmbH,19-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Senior Big Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Senior Data Engineer (f/m/x),Tourlane GmbH,08-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Junior Cloud Engineer (m/w/d),Reply,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
(Senior) Cloud Engineer (w/m/d),Sogeti Part of Capgemini (Capgemini Deutschland GmbH),20-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Data Engineer (m/w/d),solvistas GmbH,17-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Data Engineer (all genders),PRODYNA SE,17-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Senior Cloud Data Engineer (m/w/d) Azure und Databricks,INFOMOTION GmbH,22-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Data Engineering Managers,Shopify,21-01-2025,,,Full-time,,On-site,de,,Finance,stepstone,data engineer
AI Architect Public Sector (m/w/d),Sopra Steria,17-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Big Data DevOps Engineer (m/w/d) | (DSIDMG),Atruvia AG,08-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Data Engineer (m/w/d),emetriq GmbH,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Site Reliability Engineer (f/m/d),1&1 Mail & Media,17-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Data Engineer SAP BW (m/w/d),Gewobag Wohnungsbau-Aktiengesellschaft Berlin,15-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
(Senior) Cloud Data Engineer (m/w/d),flaschenpost SE,16-01-2025,,,Full-time,,Hybrid,de,,Finance,stepstone,data engineer
Werkstudent Data Engineer / Analyst (m/w/d),Sopra Steria,16-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Data Scientist (mwd),HMS Analytical Software GmbH,25-12-2024,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Senior Data Scientist (mwd),HMS Analytical Software GmbH,25-12-2024,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Senior Cyber Defense Analyst / SOC Analyst (m/w/d) | (KDSCDC),Atruvia AG,22-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Legal & Data Privacy Junior Specialist (m/w/d) - 25h / Woche,FUNKE Works GmbH,17-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Data Engineer* / Machine Learning Engineer*,inovex GmbH,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
Cyber Defense Security Consultant (m/w/d) | (KDSCDC),Atruvia AG,15-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
(Senior) Data Engineer (all genders),ParshipMeet Group,15-01-2025,,,Part-time,,On-site,de,,IT Services and IT Consulting,stepstone,data analyst
Senior Data Engineer* / Machine Learning Engineer*,inovex GmbH,08-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data analyst
"(Senior) Data Engineer (w/m/d) Data Integration, Data Warehouse",WARDOW GmbH,18-01-2025,,,Part-time,,On-site,de,,IT Services and IT Consulting,stepstone,data analyst
