job_title,company_name,post_date,number_of_employees,num_applicants,job_type,job_level,job_remote,language,salary,sector,source,search_term
Data Engineer (m/w/d),solvistas GmbH,17-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Big Data DevOps Engineer (m/w/d) | (DSIDMG),Atruvia AG,08-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Data Architect (m/w/d),DIN Solutions GmbH,17-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Senior Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Senior Cloud Data Engineer (m/w/d) Azure und Databricks,INFOMOTION GmbH,22-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
Consultant Cloud & Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Part-time,,Hybrid,de,,IT Services and IT Consulting,stepstone,data engineer
AI Systems Engineer,Shopify,21-01-2025,,,Part-time,,On-site,de,,IT Services and IT Consulting,stepstone,data engineer
Werkstudent Data Engineer / Analyst (m/w/d),Sopra Steria,16-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent (w/m/d) Digitales Projektmanagement Data Analytics,Drees & Sommer SE,15-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent (m/w/d) Künstliche Intelligenz,DIN Deutsches Institut für Normung e. V.,15-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent:in im Bereich Wirtschaftsinformatik (w/m/d),Berliner Wasserbetriebe,15-01-2025,,,Part-time,,On-site,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent (m/w/d) – Risikomanagement | Data Science,Sparkassen Rating und Risikosysteme GmbH,21-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent (m/w/d) – Programmierung Gesamtbanksimulation,Sparkassen Rating und Risikosysteme GmbH,21-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent IT Projektmanagement (m/w/d),DIH Deutsche Investment Holding GmbH,08-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent (m/w/d) Datenqualität,DIN Deutsches Institut für Normung e. V.,15-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent Business Development (m/w/d),top itservices AG,17-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent Wirtschaftsinformatik (m/w/d),ALBA Management GmbH,08-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Student (m/w/d) für IT-Projektarbeit,IVU Traffic Technologies AG,17-01-2025,,,Part-time,,On-site,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent:in im Bereich Network Deployment (w/m/d),Eurofiber Netz GmbH,15-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent (m/w/d) Strategische Themenentwicklung,DIN Deutsches Institut für Normung e. V.,15-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Werkstudentin (m/w/d) Messwesen & energiewirtschaftliche Prozesse,50Hertz Transmission GmbH,17-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent*in (d/m/w) für Testautomatisierung & API-Tests mit Python/C++ – Agiles Arbeiten,Toll Collect GmbH,15-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent (w/m/d) Geschäftsführungsbereich,Stadler Deutschland GmbH,15-01-2025,,,Part-time,,On-site,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent:in im Bereich IT-Service Management & IT-Security (m/w/d),Dr. Kade Pharmazeutische Fabrik GmbH,15-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent Glasfaserdokumentation (w/m/d),1&1 Versatel,15-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent (m/w/d) Business Operations für die Golem Karrierewelt,Golem Media GmbH,21-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent Data Analytics (m/w/d),Hays – Interne Karriere bei Uns,16-01-2025,,,Part-time,,Hybrid,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent (w/m/d) Management Nasszellen,Stadler Deutschland GmbH,15-01-2025,,,Part-time,,On-site,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent Strategie & Evaluation (m/w/d),moysies & partners GmbH,15-01-2025,,,Part-time,,On-site,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent*in (w/m/d) Planung und Projektabwicklung im Bereich der Energieversorgung durch Stromschienen,NOBADUCT GmbH,17-01-2025,,,Part-time,,On-site,de,,Business Consulting and Services,stepstone,data engineer
Private Equity working student,Legacy A GmbH,15-01-2025,,,Part-time,,On-site,de,,Business Consulting and Services,stepstone,data engineer
Werkstudent Atlassian Service Platform Operations (m/w/d),meinestadt.de,15-01-2025,,,Part-time,,On-site,de,,Business Consulting and Services,stepstone,data engineer
"(Senior) Data Engineer (w/m/d) Data Integration, Data Warehouse",WARDOW GmbH,18-01-2025,,,Part-time,,On-site,de,,Retail,stepstone,data engineer
(Senior) Data Engineer (m/w/d),YOUMMDAY GmbH,20-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
(Senior) Cloud Data Engineer (m/w/d),flaschenpost SE,16-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
Senior Data Engineer (f/m/x),Tourlane GmbH,08-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
(Senior) Data Engineer (all genders),ParshipMeet Group,15-01-2025,,,Part-time,,On-site,de,,Retail,stepstone,data engineer
Senior Cloud Data Engineer (m/w/d),Hays – Interne Karriere bei Uns,19-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
Senior Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
Senior Cloud Data Engineer (m/w/d) Azure und Databricks,INFOMOTION GmbH,22-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
Senior Data Engineer | Trackingdata | Business Intelligence (w/m/d),Otto (GmbH & Co KG),15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
Data Engineer (m/w/d),solvistas GmbH,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
Cloud Data Engineer (all genders),msg systems ag,01-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
Data Engineer SAP BW (m/w/d),Gewobag Wohnungsbau-Aktiengesellschaft Berlin,15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
(Senior) Data Engineer / Data Warehouse Entwickler (m/w/d),flaschenpost SE,15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
"(Senior) Data Engineer (AWS, Snowflake, DBT, Python) (m/w/d)",Baader Bank AG,08-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
Software Engineer - Microsoft / Infrastrukturlösung / IT Beratung (m/w/d),GFAD Gruppe,15-01-2025,,,Part-time,,On-site,de,,Retail,stepstone,data engineer
Consultant Cloud & Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
Data Architect (m/w/d),DIN Solutions GmbH,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
Senior Big Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
(Senior) Data Engineer (m/w/d),BRUNO BADER GmbH + Co. KG,15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
Data Engineer (m/w/d),emetriq GmbH,15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
Senior Data Scientist (m/w/d),S-Payment GmbH - Ein Unternehmen der DSV-Gruppe,15-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
Data Engineer (all genders),PRODYNA SE,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
Big Data Architect (m/w/d),Sopra Steria,17-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
Senior Data Scientist (m/w/d) – Risikomodelle,Sparkassen Rating und Risikosysteme GmbH,19-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
Senior Data Engineer* / Machine Learning Engineer*,inovex GmbH,08-01-2025,,,Part-time,,Hybrid,de,,Retail,stepstone,data engineer
Technical Product Owner - Data Streaming Platform Databricks (m/w/d),SCHUFA Holding AG,17-01-2025,,,Part-time,,On-site,de,,Finance,stepstone,data engineer
DevOps Engineer SAP (m/w/d),SCHUFA Holding AG,17-01-2025,,,Part-time,,On-site,de,,Finance,stepstone,data engineer
AWS Cloud Engineer - Operations (m/w/d),Sopra Steria,20-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data engineer
(Senior) Cloud Engineer (w/m/d),Sogeti Part of Capgemini (Capgemini Deutschland GmbH),20-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data engineer
Cloud Architect (all genders),PRODYNA SE,17-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data engineer
DevOps Engineer im Solution Center (m/w/d),Sopra Steria,20-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data engineer
(Senior) Cloud DevOps Engineer (w/m/d),Sogeti Part of Capgemini (Capgemini Deutschland GmbH),20-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data engineer
Azure Cloud Operations Engineer (m/w/d),Arvato Systems National Cloud GmbH,17-01-2025,,,Part-time,,On-site,de,,Finance,stepstone,data engineer
DevOps Enabler w/m/d,Computacenter AG & Co. oHG,08-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data engineer
DevOps Engineer (m/w/d) - DevOps Spezialist mit Fokus KI,Ratbacher GmbH,15-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data engineer
Senior DevOps Engineer (f/m/d) Zscaler,E.ON Digital Technology GmbH,15-01-2025,,,Part-time,,On-site,de,,Finance,stepstone,data engineer
DevOps Operation Engineer (f/m/d),1&1 Mail & Media,17-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data engineer
Azure/ Cloud Engineer (w/m/d),Senacor Technologies AG,08-01-2025,,,Part-time,,On-site,de,,Finance,stepstone,data engineer
Senior DevOps Engineer Policy Management (f/m/d),E.ON Digital Technology GmbH,15-01-2025,,,Part-time,,On-site,de,,Finance,stepstone,data engineer
Infrastructure Engineers,Shopify,21-01-2025,,,Part-time,,On-site,de,,Finance,stepstone,data engineer
Cloud System Engineer (m/w/d),Datango GmbH,15-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data engineer
(Senior) AWS Cloud Engineer (m/w/d),SCHUFA Holding AG,17-01-2025,,,Part-time,,On-site,de,,Finance,stepstone,data engineer
Junior Cloud Engineer (m/w/d),Reply,15-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data engineer
Consultant Cloud & Data Engineer (m/w/d),Sopra Steria,17-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data engineer
Senior DevOps Engineer Cloud AWS (m/w/d),Sopra Steria,20-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data engineer
DevOps Engineer (d/m/w),genua GmbH,15-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data engineer
Cloud Engineer (all genders),PRODYNA SE,18-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data engineer
Junior Cloud Engineer (m/w/d),Reply,08-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data engineer
Cloud Architect (m/w/d),Sopra Steria,20-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data engineer
DevOps Engineer (m/w/d),Seven Principles Solutions & Consulting GmbH,15-01-2025,,,Part-time,,Hybrid,de,,Finance,stepstone,data engineer
